ident,type,name,iata_code
BR-1202,small_airport,Fazenda Taiamã Airport,
BR-1203,small_airport,Fazenda São José do Pontal Airport,
BR-1205,small_airport,Madereira Airport,
BR-1206,small_airport,Fazenda Fundão Airport,
BR-1208,small_airport,Fazenda Fortaleza Airport,
BR-1209,small_airport,Fazenda Cuelhambi Airport,
BR-1210,small_airport,Fazenda Laguna Porã Airport,
BR-1213,small_airport,Santa Colomba Cafés Airport,
BR-1214,small_airport,Fazenda Água Nascente Airport,
BR-1216,small_airport,Fazenda Pessegueiro Airport,
BR-1218,small_airport,AAGV - Associação Aerodesportiva de Getulio Vargas Airport,
BR-1219,small_airport,Fazenda Novo Horizonte Airport,
BR-1221,small_airport,Fazenda Boa Vista - Grupo IJP Airport,
BR-1222,small_airport,Fazenda Nova Santa Rita Airport,
BR-1224,small_airport,Aero Roça Airport,
BR-1231,small_airport,Fazenda Lago Verde Airport,
BR-1232,small_airport,Fazenda Bela Vista Airstrip,
BR-1233,small_airport,Fazenda Novo Horizonte IV Airport,
BR-1235,small_airport,Aeródromo Paranhos,
BR-1236,small_airport,Fazenda Toledo Airport,
BR-1240,small_airport,Ninho das Águias Conquista Airport,
BR-1243,small_airport,Fazenda Ouro Verde,
BR-1244,small_airport,Monte das Oliveiras (Comandante Sérgio) Airport,
BR-1246,small_airport,Fazenda Santa Maria III Airport,
BR-1247,small_airport,Fazenda Mangabas Airport,
BR-1248,small_airport,Fazenda Primavera,
BR-1249,small_airport,Fazenda Campo das Princesas Airport,
BR-1251,small_airport,Fazenda Cachoeira Airport,
BR-1253,small_airport,Fazenda Cerro Porã Airport,
BR-1254,small_airport,Fazenda São José Airstrip,
BR-1256,small_airport,Fazenda São João Airport,
BR-1257,small_airport,Fazendas Apóstolo Simão Coffee Airport,
BR-1258,small_airport,Porto Conceição Airport,
BR-1259,small_airport,Pista Aldeia Kikretum,
BR-1260,small_airport,Pista Aldeia Kedjêrêkrã,
BR-1261,small_airport,Fazenda Siriema Airport,
BR-1264,small_airport,Pista do Limão,
BR-1267,small_airport,Fazenda Promissão Airport,
BR-1268,small_airport,Quatro Ventos Airport,
BR-1269,small_airport,Clube de Ultraleves do Piauí Airport,
BR-1270,small_airport,Grupo Shimohira Airport,
BR-1272,small_airport,Fazenda Fortaleza Airport,
BR-1273,small_airport,Fazenda Confiança Airport,
BR-1275,small_airport,Fazenda Santa Tereza Airport,
BR-1276,small_airport,Fazenda Formosa Airstrip,
BR-1277,small_airport,Fazenda Peça Rara Agropecuária II Airport,
BR-1279,small_airport,Grupo Pronorte Airport,
BR-1280,small_airport,Fazenda São Bento do Nabileque Airport.,
BR-1282,small_airport,Fazenda São Jorge Airport,
BR-1284,small_airport,Chácara Marcella Airport,
BR-1291,small_airport,Fazenda Matão Airport,
BR-1293,small_airport,Fazenda Jatobá Airport,
BR-1294,small_airport,Fazenda Itakiray Airport,
BR-1295,small_airport,Fazenda Triunfo Airport,
BR-1296,small_airport,Tabuleiro III Airport,
BR-1297,small_airport,Delazzeri Airport,
BR-1298,small_airport,Fazenda Timbaúba I Airport,
BR-1299,small_airport,Fazenda ABC Airport,
BR-1300,small_airport,Fazenda Santa Cruz Airport,
BR-1301,small_airport,Fazenda Uirapuru Airport,
BR-1302,small_airport,Fazenda Juruna Airport,
BR-1304,small_airport,Fazenda Juscelândia,
BR-1305,small_airport,Fazenda São Clemente Airport,
BR-1306,small_airport,Fazenda Vitória Airport,
BR-1307,small_airport,Bugio Airport,
BR-1309,small_airport,Fazenda Santo André IV Airport,
BR-1310,small_airport,Fazenda Gameleira Airport,
BR-1311,small_airport,Vale Europeu Airport,
BR-1312,small_airport,Fazenda Rio Verde Airport,
BR-1313,small_airport,Maicom Manica Airport,
BR-1314,small_airport,Fazenda Viviane Airport,
BR-1315,small_airport,Represa Fazenda Capão da Cruz Airport,
BR-1316,small_airport,Fazenda Bartira Airport,
BR-1319,small_airport,Joule Agropecuária Airport,
BR-1320,small_airport,Fazenda Tucumã Airport,
BR-1322,small_airport,Clube de Aviação de Itaúna Airport,
BR-1323,small_airport,Fazenda Rancho Bonito Airport,
BR-1326,small_airport,Grupo DH Airport,
BR-1332,small_airport,Fazenda Yvy-Pita Airport,
BR-1334,small_airport,Fazenda Cima Airport,
BR-1335,small_airport,Zi Viol Airport,
BR-1336,small_airport,Fazenda Bom Retiro Airport,
BR-1337,small_airport,Fazenda Rodeio Airport,
BR-1340,small_airport,Kapoto Airport,
BR-1342,small_airport,Cialne Umirim Airport,
BR-1343,small_airport,Fazenda Fresadora Airport,
BR-1351,small_airport,Fazenda Quebraxo Airport,
BR-1352,small_airport,Fazenda Viçosa Airport,
BR-1353,small_airport,Fazenda Marli Airport,
BR-1355,small_airport,Fazenda Santa Clara Airport,
BR-1357,small_airport,J.C. Peralta Airstrip,
BR-1358,small_airport,Fazenda Joá Airport,
BR-1359,small_airport,Fazenda São Marcos Airport,
BR-1360,small_airport,Fazenda Magdalena Airstrip,
BR-1361,small_airport,Fazenda Três Flechas Airport,
BR-1363,small_airport,Fazenda Campo Aliancinha Airstrip,
BR-1365,small_airport,Fazenda Santa Maria Airport,
BR-1366,small_airport,Acácio Favacho Airport,
BR-1367,small_airport,Pista Maranhense,
BR-1369,small_airport,Fazenda Parceiro Airport,
BR-1370,small_airport,Fazenda Modelo Airport,
BR-1373,small_airport,João Fonseca Airport,
BR-1374,small_airport,Fazenda Santa Maria Airport,
BR-1375,small_airport,Hilário Grandi Airport,
BR-1379,small_airport,Central Ferraz Airport,
BR-1381,small_airport,Fazenda São Domingos Airport,
BR-1383,small_airport,Gercino Coelho Airport,
BR-1385,small_airport,Fazenda Treze Estrelas Airport,
BR-1388,small_airport,Fazenda Arruda Ramos Airstrip,
BR-1390,small_airport,Rancho Bela Vista Airport,
BR-1391,small_airport,Fazenda Morada Bela Airport,
BR-1392,small_airport,Fazenda Senhora Aparecida Airstrip,
BR-1393,small_airport,Fazenda Ventura III Airstrip,
BR-1394,small_airport,Ventura I Airstrip,
BR-1395,small_airport,Fazenda Vitória Santa Airport,
BR-1396,small_airport,Fazenda Paraíso Airstrip,
BR-1397,small_airport,Fazenda União Airstrip,
BR-1399,small_airport,Bom Sossego Airport,
BR-1400,small_airport,Clube Estância Ouro Verde Airport,
BR-1402,small_airport,Fazenda Parecis Airport,
BR-1404,small_airport,Fazenda Vista Alegre Airport,
BR-1405,small_airport,Fazenda Santa Maria Airport,
BR-1407,small_airport,Alberto Ramos Airport,
BR-1410,small_airport,Fazenda Gruta Azul Airport,
BR-1414,small_airport,Isaias Luiz Pereira Airport,
BR-1417,small_airport,Fazenda Rio Preto Airport,
BR-1419,small_airport,Fazenda Rio 18 Airport,
BR-1421,small_airport,Fazenda Cervinho Airstrip,
BR-1422,small_airport,Fazenda Capivara Airport,
BR-1423,small_airport,Fazenda Santa Zélia Airstrip,
BR-1424,small_airport,AFG II Airport,
BR-1425,small_airport,Fazenda Novo Horizonte Airport,
BR-1430,small_airport,Fazenda Chaparral Airport,
BR-1434,small_airport,Fazenda Santa Rosália Airport,
BR-1435,small_airport,Fazenda Juá Airstrip,
BR-1436,small_airport,Chave de Ouro Airstrip,
BR-1437,small_airport,Fazenda Jacaju Airport,
BR-1438,small_airport,Fazenda Riacho Verde Airstrip,
BR-1439,small_airport,Custódio Airport,
BR-1440,small_airport,José Ellery Marinho de Góes Airport,
BR-1442,small_airport,Chapada do Apodi Airport,
BR-1444,small_airport,Campos de Melo Airport,
BR-1446,small_airport,Senador Pompeu Airport,
BR-1449,small_airport,Martins Airport,
BR-1450,small_airport,Jucurutu Airport,
BR-1454,small_airport,Cedro Airport,
BR-1457,small_airport,Fazenda Yara Airport,
BR-1458,small_airport,Fazenda Chapadinha Airport,
BR-1459,small_airport,SJ Agropecuária Airstrip,
BR-1460,small_airport,Pilar do Sul Airstrip,
BR-1463,small_airport,Fazenda Progresso Airport,
BR-1464,small_airport,Fazenda Viveiros Airport,
BR-1465,small_airport,Antonio Furlaneto Airport,
BR-1466,small_airport,Fazenda Chapadão Airport,
BR-1468,small_airport,FNSC Airstrip,
BR-1469,small_airport,Fazenda Capivari Airstrip,
BR-1470,small_airport,Fiocruz Heliport,
BR-1473,small_airport,Fazenda Paiol do Piquiri Airstrip,
BR-1477,small_airport,Fazenda Paraíso Airstrip,
BR-1478,small_airport,Fazenda São Paulo Airport,
BR-1479,small_airport,Fazenda Entre Rios I Airport,
BR-1480,small_airport,Fazenda Serra Negra Airport,
BR-1481,small_airport,Fazenda São José Airport,
BR-1482,small_airport,Fazenda Santa Maria Airport,
BR-1483,small_airport,Fazenda Brasil Fronteira Airstrip,
BR-1484,small_airport,Fazenda Garrote II Airport,
BR-1485,small_airport,Fazenda Dois Buritis Airstrip,
BR-1486,small_airport,Ribeirão II Airport,
BR-1487,small_airport,Silves Airport,
BR-1488,small_airport,Fazenda São José do Rancho Grande Airstrip,
BR-1489,small_airport,Fazenda Guanandi Airstrip,
BR-1490,small_airport,Fazenda Cayman Airport,
BR-1491,small_airport,Fazenda Cachoeirinha Airstrip,
BR-1492,small_airport,Fazenda Goaçu Airstrip,
BR-1494,small_airport,Pousada Amazônia Fishing Lodge Airstrip,
BR-1495,small_airport,Grupo Rotta Airstrip,
BR-1496,small_airport,Coomerj Airstrip,
BR-1497,small_airport,Fazenda Caturama Airstrip,
BR-1499,small_airport,Dom Rodrigo El Manco Airstrip,
BR-1500,small_airport,Fazenda Girassol Airport,
BR-1501,small_airport,Fazenda San Diego Airport,
BR-1503,small_airport,Fazenda Nova Esperança Airstrip,
BR-1504,small_airport,Fazenda Jamaica Airport,
BR-1505,small_airport,Fazenda Baile Airport,
BR-1506,small_airport,Fazenda Aracagi Airstrip,
BR-1507,small_airport,Fazenda Diamante - Jufap Airstrip,
BR-1508,small_airport,São Miguel do Tapuio Airport,
BR-1509,small_airport,Fazenda Jandaira Airstrip,
BR-1510,small_airport,Adão Veríssimo Airstrip,
BR-1511,small_airport,Fazenda Retirinho Airstrip,
BR-1512,small_airport,Fazenda Rancho Branco Airstrip,
BR-1513,small_airport,Fazenda Cambara 1 Airstrip,
BR-1514,small_airport,Bahiagliding Airstrip,
BR-1517,small_airport,Fazenda São Joaquim Airstrip,
BR-1518,small_airport,Fazenda Vazante Airport,
BR-1519,small_airport,Fazenda Serra Dourada Airstrip,
BR-1521,small_airport,Malibu do Parecis Airstrip,
BR-1522,small_airport,Fazenda Estrela Dalva Airport,
BR-1524,small_airport,Fazenda São Roque Airport,
BR-1525,small_airport,Fazenda Alvemi Airstrip,
BR-1526,small_airport,Bainho de Baixo Airstrip,
BR-1527,small_airport,Fazenda Girassol do Prata Airport,
BR-1528,small_airport,Fazenda Savana Airport,
BR-1531,small_airport,Fazenda Tainacan Airstrip,
BR-1532,small_airport,Fazenda Tropical Airport,
BR-1533,small_airport,Fazenda Canoeiro Airport,
BR-1534,small_airport,Fazenda Seriema Airstrip,
BR-1536,small_airport,Fazenda Paz Airport,
BR-1537,small_airport,Fazenda Santa Bernadette da Volta Grande Airstrip,
BR-1538,small_airport,Fazenda Caraíbas Airstrip,
BR-1540,small_airport,Fazenda Fartura Airport,
BR-1541,small_airport,Fazenda Calubra Airstrip,
BR-1542,small_airport,Pousada Sucunduri Airstrip,
BR-1543,small_airport,Palácio dos Leilões Heliport,
BR-1545,small_airport,Fazenda Campo Alto Airport,
BR-1546,small_airport,Fazenda Brasa Airstrip,
BR-1547,small_airport,Fazenda Formoso de Paraúna Airport,
BR-1548,small_airport,Imagem Aviação Airstrip,
BR-1549,small_airport,Fazenda Itália Airstrip,
BR-1550,small_airport,Fazenda Planalto Airport,
BR-1553,small_airport,Fazenda Agromapi Airstrip,
BR-1554,small_airport,Fazenda Capim Doce Airstrip,
BR-1555,small_airport,Fazenda Bela Vista Airstrip,
BR-1556,small_airport,Fazenda União Airstrip,
BR-1557,small_airport,Cravari Airstrip,
BR-1558,small_airport,Fazenda Rodoserv IV Airstrip,
BR-1559,small_airport,Fazenda Mesa Vermelha,
BR-1560,small_airport,Maria Clara Airstrip,
BR-1561,small_airport,Agropecuária Thomazi Airport,
BR-1563,small_airport,Selma Nunes Airport,
BR-1564,small_airport,Fazenda Paraíso do Formoso Airstrip,
BR-1566,small_airport,Cmte. Dr. Ricardo Stoppe Júnior Airstrip,
BR-1570,small_airport,Piracuruca Airport,
BR-1571,small_airport,Monte Cristo Airport,
BR-1572,small_airport,Luzilandia Airport,
BR-1574,small_airport,Fazenda Jucurutu - Nordeste Airport,
BR-1575,small_airport,Fazenda Tropical Airport,
BR-1576,small_airport,Fazenda Água Boa Maricultura Airport,
BR-1580,small_airport,Fazenda Bom Retiro Airstrip,
BR-1581,small_airport,Fazenda Vale do Kafroun Airport,
BR-1582,small_airport,Fazenda São Vicente Airport,
BR-1583,small_airport,Mina de Buritirama Airport,
BR-1584,small_airport,Fazenda Dumont - Chiquinho Ribeiro Airport,
BR-1585,small_airport,CAT - Clube Aéreo Taquari Airport,
BR-1586,small_airport,Fazenda Beatriz Airport,
BR-1587,small_airport,Usina Santa Helena Airport,
BR-1589,small_airport,Usina Calcário Parecis Airport,
BR-1591,small_airport,Fazenda Jauquara Airport,
BR-1592,small_airport,Tarobá Airstrip,
BR-1593,small_airport,Fazenda Videira Airport,
BR-1597,small_airport,Fazenda Novo México,
BR-1598,small_airport,Fazenda Juerana Airport,
BR-1600,small_airport,Renascera Airport,
BR-1601,small_airport,Boris Airport,
BR-1602,small_airport,Fazenda Gerais Airport,
BR-1603,small_airport,Santa Helena de Goiás - Paulo Lopes Regional Airport,
BR-1605,small_airport,Fazenda São João do Monge Airstrip,
BR-1606,small_airport,Fazenda Alternativa Airstrip,
BR-1607,small_airport,Fazenda Santa Maria Airport,
BR-1609,small_airport,Fazenda Ventura IV Airport,
BR-1612,small_airport,Aeroluck Airport,
BR-1613,small_airport,Alex Testoni Airstrip,
BR-1614,small_airport,Fazenda Salto Airstrip,
BR-1615,small_airport,Fazenda Santa Maria Airstrip,
BR-1616,small_airport,Fazenda Santa Helena Airport,
BR-1617,small_airport,NSA-PA Airport,
BR-1620,small_airport,Aeroata Airport,
BR-1621,small_airport,Fazenda Agrícola Godoy Airport,
BR-1622,small_airport,Fazenda Nossa Senhora das Graças Airport,
BR-1623,small_airport,Fazenda Agropecuária Camargos Airstrip,
BR-1625,small_airport,Fazenda Paraíso Airstrip,
BR-1626,small_airport,Fazenda Mata Roxa Airport,
BR-1627,small_airport,Fazenda Caruan Airport,
BR-1630,small_airport,Fazenda Santa Lúcia Airport,
BR-1632,small_airport,Fazenda Serrana Airstrip,
BR-1636,small_airport,Fazenda Piloto Padrão KKS37/3 Airstrip,
BR-1637,small_airport,Fazenda Sertãozinho Airstrip,
BR-1639,small_airport,Ribeirão Cascalheira (SOS Mecanica Diesel) Airport,
BR-1641,small_airport,Curral Alto Airport,
BR-1642,small_airport,LS Aviação Agrícola Airport,
BR-1643,small_airport,Sitio do Cascão Private Airport,
BR-1644,small_airport,Praia Santana Airport,
BR-1645,small_airport,Pontinha Airport,
BR-1646,small_airport,Engenho Tentugal Airport,
BR-1648,small_airport,Usina União Industria Private Airport,
BR-1649,small_airport,Rio de Pirucaia Airport,
BR-1650,small_airport,Rio Tinto Airport,
BR-1651,small_airport,Fazenda Santa Joana Airport,
BR-1652,small_airport,Rancho do Povo Airport,
BR-1653,small_airport,Outeiro Airport,
BR-1654,small_airport,Cajucoco Airport,
BR-1655,small_airport,Primeira Cruz Airport,
BR-1656,small_airport,Cândido Mendes Airport,
BR-1658,small_airport,Bragança - Juscelino Kubitschek Regional Airport,
BR-1659,small_airport,Curuçá Airport,
BR-1660,small_airport,Santa Cruz do Arari Airport,
BR-1661,small_airport,Arapixi Airport,
BR-1662,small_airport,Amapá South Airport,
BR-1663,small_airport,Aldeia Kumarumã Airport,
BR-1664,small_airport,Vila Velha Airport,
BR-1665,small_airport,Ponta Mogiquiçaba Airport,
BR-1667,small_airport,Mazagão Airport,
BR-1670,small_airport,Fazenda Irajá Airport,
BR-1672,small_airport,E-AR Airport,
BR-1673,small_airport,Caxixe (ACA) Airstrip,
BR-1674,small_airport,Monte Azul Airstrip,
BR-1675,small_airport,Luís Eduardo Magalhães Airport,
BR-1676,small_airport,Jardim Ipé Airport,
BR-1683,small_airport,Estrela do Oeste I - AGT Airport,
BR-1684,small_airport,Carmine Castaldo Airport,
BR-1685,small_airport,Uirapuru Airport,
BR-1688,small_airport,Fazenda Murará Airport,
BR-1690,small_airport,Fazenda Três Irmãos Airport,
BR-1693,small_airport,Rancho Toca do Lobo Airport,
BR-1695,small_airport,São Gotardo Airport,
BR-1696,small_airport,Fazenda Nova Agropecuária Airport,
BR-1697,small_airport,Fazenda Beatriz Airport,
BR-1699,small_airport,Assis Brasil Airport,
BR-1701,small_airport,Ruy Barbosa Airport,
BR-1702,small_airport,Fazenda Dois Irmãos Airport,
BR-1704,small_airport,Fazenda Santa Umbelina Airstrip,
BR-1705,small_airport,Fazenda Santa Carmem Airport,
BR-1708,small_airport,Fazenda São Gotardo Airstrip,
BR-1709,small_airport,Fazenda São Francisco Airstrip,
BR-1713,small_airport,Fazenda Ouro Verde II Airport,
BR-1714,small_airport,Agrotec Airport,
BR-1717,small_airport,Fazenda Espírito Santo Airport,
BR-1718,small_airport,Fazenda Buriti 10 Airport,
BR-1719,small_airport,Fazenda La Poveda Airport,
BR-1720,small_airport,Condomínio CLC Airport,
BR-1722,small_airport,Fazenda Três Fronteiras Airport,
BR-1723,small_airport,Fazenda Marialva Airport,
BR-1724,small_airport,Pesqueiro Pantanal Airport,
BR-1728,small_airport,Fazenda Cifrão Airport,
BR-1731,small_airport,Fazenda Bom Jesus Airport,
BR-1733,small_airport,Fazenda Santa Alaydes Airstrip,
BR-1735,small_airport,Fazenda Guanabara Airport,
BR-1736,small_airport,Jauá Airport,
BR-1737,small_airport,Jauá Airport,
BR-1738,small_airport,Fazenda Santa Ana Airport,
BR-1739,small_airport,Aeródromo de Campo Formoso,
BR-1740,small_airport,Carneirinho Agroindustrial Airport,
BR-1741,small_airport,Vila Uirapuru Airport,
BR-1743,small_airport,Cel Porto Airstrip,
BR-1744,small_airport,Fazenda Cristal 2 Airport,
BR-1745,small_airport,Fazenda Santa Fé Airport,
BR-1746,small_airport,Fazenda Cristo Rei Airport,
BR-1748,small_airport,Fazenda Santo Aurélio Airstrip,
BR-1749,small_airport,Sulina Sementes Airport,
BR-1753,small_airport,Guacho Airport,
BR-1754,small_airport,Aeródromo Sunset,
BR-1756,small_airport,Autos do Sangue Airport,
BR-1758,small_airport,Takeo Noguchi Airport,
BR-1759,small_airport,Fazenda Cristiani Airport,
BR-1761,small_airport,Fazenda Correntão Airport,
BR-1762,small_airport,Fazenda Jacarezinho Nova Terra Airport,
BR-1765,small_airport,Fazenda Santa Filomena Airstrip,
BR-1766,small_airport,Ivaí Aeroagrícola Airport,
BR-1768,small_airport,Fazenda Pontal da Cachoeira,
BR-1769,small_airport,Pista Porquinho,
BR-1772,small_airport,Fazenda Olho d'Água Airport,
BR-1773,small_airport,Fazenda Onça Parda Airport,
BR-1774,small_airport,Fly Village Airport,
BR-1775,small_airport,Fazenda Alves  Airport,
BR-1777,small_airport,Skydive Litoral Airport,
BR-1782,small_airport,Estância Sâo Sebastiâo Airstrip.,
BR-1784,small_airport,Fazenda Sucupira Airport,
BR-1785,small_airport,Fazenda Triflora Airport,
BR-1786,small_airport,Moraes Almeida Airport,
BR-1787,small_airport,Chácara Rondoagro Airport,
BR-1788,small_airport,Fazenda Cachoeira Airport,
BR-1790,small_airport,Fazenda Estreito Ponte de Pedras Airport,
BR-1794,small_airport,Fazenda Vera Airstrip,
BR-1796,small_airport,Fazenda Redenção Airport,
BR-1798,small_airport,Fazenda Panamby Airport,
BR-1800,small_airport,Fazenda Bom Gosto Airport,
BR-1801,small_airport,Fazenda Sequóia Airport,
BR-1802,small_airport,Fazenda Rancho Alegre Airstrip,
BR-1803,small_airport,Fazenda Santos Reis Airport,
BR-1805,small_airport,Fazenda Arrojadinho Airport,
BR-1810,small_airport,Fazenda Rancharia Airport,
BR-1811,small_airport,Teutofly Airport,
BR-1813,small_airport,Fazenda Nossa Senhora do Carmo Airstrip,
BR-1816,small_airport,Fazenda Pé de Cedro Airport,
BR-1817,small_airport,Fazenda Brejon Airstrip,
BR-1818,small_airport,Alfa Airport Posse,
BR-1819,small_airport,Fazenda Brasília Airport,
BR-1820,small_airport,Fazenda Boa União Airport,
BR-1824,small_airport,Fazenda Nego Velho Airport,
BR-1825,small_airport,Aero Park Airport,
BR-1826,small_airport,Estância Buriti  Airport,
BR-1827,small_airport,Evandro Moreira Airport,
BR-1828,small_airport,Sítio Primavera Airport,
BR-1830,small_airport,Fazenda Córrego Fundo Airport,
BR-1831,small_airport,Fazenda Lagoa Baia da Saudade Airport,
BR-1832,small_airport,Trancoso Rio Frade Airstrip,
BR-1833,small_airport,Fazenda Montesion Airport,
BR-1836,small_airport,Fazenda Água Doce Airport,
BR-1837,small_airport,Fazenda Tulipa Airstrip,
BR-1838,small_airport,Passo Fundo Agro Airstrip,
BR-1839,small_airport,BEMAD Caxiuanã Airport,
BR-1841,small_airport,Bom Jardim Community Runway,
BR-1843,small_airport,Água Branca Airport,
BR-1844,small_airport,Comandante Tonho Dondê Airport,
BR-1846,small_airport,Fazenda Piúna Airport,
BR-1847,small_airport,Fazenda Mastruz com Leite Airstrip,
BR-1848,small_airport,Fazenda Bela Nova Airstrip,
BR-1849,small_airport,Fazenda Lago Bonito Airport,
BR-1850,small_airport,Deputado Moraes Souza Airport,
BR-1853,small_airport,Fazenda Recanto Airport,
BR-1854,small_airport,Fazenda Retiro da Matão Airport,
BR-1856,small_airport,Fazenda Santa Maria Airstrip,
BR-1857,small_airport,Fazenda Sertaneja Airport,
BR-1858,small_airport,Fazenda Zancchetin Airport,
BR-1859,small_airport,Jambeiro Airport,
BR-1861,small_airport,Fazenda Cabeceira Airport.,
BR-1862,small_airport,SPAM,
BR-1863,small_airport,Registro State Airport,
BR-1864,small_airport,Bomar Airport,
BR-1866,small_airport,Fazenda Rio Fontoura Airport,
BR-1867,small_airport,Fazenda Barranco Alto Airport,
BR-1868,small_airport,PRG3 Airstrip,
BR-1869,small_airport,Guariba Airstrip,
BR-1870,small_airport,Simolândia Airstrip,
BR-1872,small_airport,Agropecuária Cachoeira Airport,
BR-1873,small_airport,Fazenda Mendonça Airport,
BR-1874,small_airport,Fazenda Cordilheira Airstrip,
BR-ALT,small_airport,Alenquer Municipal Airport,ALT
BS-0002,small_airport,Port Nelson Airstrip,
BS-0003,small_airport,Cape Santa Maria Airstrip,
BS-0004,small_airport,Cave Cay Airstrip,
BS-0005,small_airport,Farmers Cay Airstrip,
BSP,small_airport,Bensbach Airport,BSP
BSV,small_airport,Besakoa Airport,BSV
BTZ,medium_airport,Betong International Airport,BTZ
BUL,small_airport,Bulolo Airport,BUL
BUTL,small_airport,Smith Field,
BVR,small_airport,Esperadinha Airport,BVR
BW-0001,small_airport,Khuis Airport,
BW-0002,small_airport,Motopi Airport,
BW-0003,small_airport,Seronga Airport,
BW-0004,small_airport,Linyanti Airport,
BW-0005,small_airport,Serondela Airport,
BW-0006,small_airport,Pom Pom Airport,
BW-0007,small_airport,Santawani Airport,
BW-0008,small_airport,Tsau Airport,
BW-0009,small_airport,Riverside North Airport,
BW-0011,small_airport,Oxford Airport,
BW-0012,small_airport,Xade Airstrip,
BW-0013,small_airport,Ghaghoo Mine Airport,
BW-0014,small_airport,Chandia Airstrip,
BW-0015,small_airport,Kgoro Pan Airport,
BW-0016,small_airport,Khutse Airport,
BW-0017,small_airport,Khwai North Airport,
BW-0018,small_airport,Ncamasere Airport,
BW-0019,small_airport,Etsha Airport,
BW-0021,small_airport,Arizona Airport,
BW-0022,small_airport,Big Game Airport,
BW-0023,small_airport,Sunny Side Airport,
BW-0024,small_airport,Kwalata Airport,
BW-0025,small_airport,Jwala Airport,
BW-0026,small_airport,Kgwedi Airport,
BW-0027,small_airport,Chief's Island Airport,
BW-0028,small_airport,Chief's Camp Airport,
BW-0029,small_airport,Mombo Camp Airport,
BW-0030,small_airport,Chitabe Airstrip,
BW-0032,small_airport,Xakanaxa Airport,
BW-0033,small_airport,Kwara Camp Airport,
BW-0034,small_airport,Shindi Lodge Airport,
BW-0035,small_airport,New Xade Airport,
BW-0036,small_airport,Matsieng Airstrip,
BW-0037,small_airport,Ncojane Airport,
BW-0038,small_airport,Rann Airport,
BW-0039,small_airport,Sanctuary Stanley Airport,
BW-0040,small_airport,Ketumetse Airport,
BW-0041,small_airport,Mapula Airport,
BW-0042,small_airport,Nxabega Safari Airport,
BW-0043,small_airport,Masame Airport,
BW-0044,small_airport,Elephant Sands Airport,
BW-0045,small_airport,Xhumaga Airport,
BW-0046,small_airport,Xamaxai Airport,
BW-0047,small_airport,Kanana Farm Airport,
BW-0048,small_airport,Selinda Old Airport,
BW-0049,small_airport,Jackalas 1 Airport,
BW-0051,small_airport,Central Kalahari Airport,
BW-0052,small_airport,Nxai Pan Airstrip,
BW-0053,small_airport,Mmashoro Airport,
BW-0054,small_airport,Xudum Airport,
BW-0055,small_airport,Seba Airport,
BW-0056,small_airport,Karowe Airstrip,
BW-0057,small_airport,Banoka Airstrip,
BW-0058,small_airport,Gorokwe Airport,
BW-HUK,small_airport,Hukuntsi Airport,HUK
BWJ,small_airport,Bawan Airport,BWJ
BWP,small_airport,Bewani Airport,BWP
BXZ,small_airport,Bunsil Airport,BXZ
BY-0001,medium_airport,Orsha Airport - Balbasovo Air Base,TXC
BY-0003,medium_airport,Bobrovichi Air Base,
BY-0004,small_airport,Borovtsy Air Base,
BY-0006,medium_airport,Osovtsy Air Base,
BY-0009,small_airport,Lida Air Base,
BY-0011,small_airport,Aerodrom Belz,
BY-0012,small_airport,Aerodrom Kukoviatsino,
BY-0013,small_airport,VD Bolshoy Bokov Airfield,
BY-0014,small_airport,Lipki Air Base,
BY-0015,small_airport,Aerodrom Ozerki,
BY-0016,small_airport,Gorki,
BY-0022,small_airport,Dzerzhinsky Highway Strip,
BY-0023,small_airport,Bobruisk Aeroclub,
BY-0024,small_airport,Karolin Airfield,
BY-0025,small_airport,Voirovka Airfield,
BY-0027,small_airport,Kisyali Airfield,
BY-0028,small_airport,Vidzy Airstrip,
BY-0029,small_airport,Kliepačy Airstrip,
BY-0031,small_airport,Suklina Airstrip,
BY-0032,small_airport,Mazalovo Airstrip,
BY-0033,small_airport,Stepanovo Airstrip,
BY-0034,small_airport,Obsianka Airstrip,
BY-0035,small_airport,Ptsich Airstrip,
BY-0037,small_airport,Mestnyy Airfield,
BY-0038,small_airport,Voirovka East Airfield,
BY-0040,small_airport,Pinsk / Galevo Airfield,
BY-0041,small_airport,Avia-Mensk Airstrip,
BY-0042,small_airport,Sula Airstrip,
BY-0043,small_airport,Minkavichi Agricultural Airstrip,
BY-0044,small_airport,Mihalin Airfield,
BY-0045,small_airport,Sivitsa Aerodrome,
BY-4247,small_airport,Pribytki Air Base,
BY-9934,small_airport,Luninets Air Base,
BYA,small_airport,Boundary Airport,BYA
BYL,small_airport,Bella Yella Airport,BYL
BZ-0001,small_airport,Chan Chich Airstrip,
BZ-0002,small_airport,Lighthouse Reef Airstrip,
BZ-0003,small_airport,San Felipe Airstrip,
BZ-0007,small_airport,Privassion Airstrip,
BZ-0014,small_airport,Tres Leguas Airport,
BZ-0015,small_airport,Backlanding Airport,
BZ-BCV,small_airport,Hector Silva Airstrip,BCV
BZ-BGK,medium_airport,Big Creek Airport,BGK
BZ-CUK,medium_airport,Caye Caulker Airport,CUK
BZ-CYC,medium_airport,Caye Chapel Airport,CYC
BZ-CZH,medium_airport,Corozal Municipal Airport,CZH
